date,artist,song,pos,pos_prev,pos_peak,weeks
1993-08-07,P.M. Dawn,Looking Through Patient Eyes,48,39,6,21
1993-06-26,Ugly Kid Joe,Cat's In The Cradle,70,57,6,20
1993-12-25,Zhane,Hey Mr. D.J.,17,16,6,18
1993-08-14,Spin Doctors,Two Princes,49,43,7,29
1993-12-25,Toni Braxton,Another Sad Love Song,48,41,7,26
1993-10-02,Duran Duran,Come Undone,49,49,7,25
1993-10-30,Tony Toni Tone,If I Had No Loot,49,45,7,21
1993-11-27,Michael Jackson,Will You Be There,60,53,7,20
1993-12-25,Bryan Adams,Please Forgive Me,11,9,7,10
1993-10-09,Expose,I'll Never Get Over You (Getting Over Me),47,40,8,29
1993-06-26,Naughty By Nature,Hip Hop Hooray,43,36,8,22
1993-09-11,Inner Circle,"Bad Boys (Theme From ""Cops"")",93,78,8,20
1993-09-25,Dr. Dre,Dre Day,47,44,8,20
1993-12-25,Toni Braxton,Breathe Again,8,8,8,11
1993-11-06,Tina Turner,"I Don't Wanna Fight (From ""What's Love Got To Do With It"")",45,41,9,24
1993-12-25,Snoop Dogg,What's My Name?,9,15,9,4
1993-11-20,Shai,Baby I'm Yours,47,33,10,25
1993-07-03,Shai,Comforter,50,40,10,24
1993-06-05,Bon Jovi,Bed Of Roses,60,49,10,20
1993-12-25,Tony Toni Tone,Anniversary,36,30,10,14
1993-12-25,Tevin Campbell,Can We Talk,12,12,10,11
1993-12-25,Michael Bolton,Said I Loved You...But I Lied,10,10,10,8
1993-10-16,95 South,"Whoot, There It Is",48,45,11,25
1993-12-18,2Pac,I Get Around,50,46,11,25
1993-12-25,Haddaway,What Is Love,22,17,11,18
1993-10-09,Duice,Dazzey Duks,50,38,12,40
1993-12-25,Aerosmith,Cryin',35,43,12,22
1993-12-25,Def Leppard,"Two Steps Behind (From ""Last Action Hero"")",50,45,12,16
1993-06-12,Baltimora,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",95,93,13,38
1993-11-06,Brian McKnight,One Last Cry,47,39,13,22
1993-12-18,Jazzy Jeff & The Fresh Prince,Boom! Shake The Room,97,89,13,20
1993-12-25,2Pac,Keep Ya Head Up,15,13,13,9
1993-10-16,4 Non Blondes,What's Up?,50,41,14,26
1993-12-04,Madonna,Rain,75,72,14,20
1993-08-07,Michael Jackson,Who Is It,99,91,14,18
1993-05-01,Bobby Brown,Get Away,86,73,14,16
1993-05-29,Digable Planets,Rebirth Of Slick (Cool Like Dat),90,81,15,20
1993-07-17,Ice Cube,It Was A Good Day,48,44,15,20
1993-07-03,Boy George,"The Crying Game (From ""The Crying Game"")",94,80,15,17
1993-12-25,Inner Circle,Sweat (A La La La La Long),40,33,16,21
1993-12-25,The Cranberries,Linger,16,18,16,10
1993-07-03,Sting,If I Ever Lose My Faith In You,79,79,17,20
1993-08-07,Green Jelly,Three Little Pigs,65,62,17,20
1993-09-11,Captain Hollywood Project,More And More,65,60,17,20
1993-06-26,Jon Secada,Angel,37,37,18,22
1993-06-05,Boy Krazy,That's What Love Can Do,41,40,18,20
1993-08-21,Aerosmith,Livin' On The Edge,85,82,18,20
1993-12-25,K7,Come Baby Come,25,22,18,17
1993-12-25,"10,000 Maniacs",Because The Night,18,23,18,8
1993-07-17,Joey Lawrence,Nothin' My Love Can't Fix,82,69,19,20
1993-11-20,Cypress Hill,Insane In The Brain,72,56,19,20
1993-12-25,Rod Stewart,Reason To Believe,52,51,19,20
1993-12-04,Kris Kross Featuring Supercat,Alright,99,99,19,19
1993-09-04,Snow,"Girl, I've Been Hurt",99,84,19,17
1993-12-25,Domino,Getto Jam,19,36,19,5
1993-08-07,Stereo MC's,Connected,80,71,20,20
1993-10-16,Taylor Dayne,Can't Get Enough Of Your Love,97,86,20,20
1993-12-11,Ice Cube Featuring Das EFX,Check Yo Self,87,87,20,20
1993-12-25,Blind Melon,No Rain,41,38,20,19
1993-12-25,R. Kelly,Sex Me (Parts I & II),27,24,20,9
1993-12-25,Culture Beat,Mr. Vain,20,20,20,8
1993-07-10,Run-D.M.C.,Down With The King,82,72,21,17
1993-12-25,Babyface,Never Keeping Secrets,21,21,21,10
1993-10-16,Jade,One Woman,67,63,22,20
1993-12-25,Red Hot Chili Peppers,"Soul To Squeeze (From ""Coneheads"")",61,60,22,18
1993-10-16,Sting,Fields Of Gold,55,55,23,20
1993-11-27,Celine Dion And Clive Griffin,"When I Fall In Love (From ""Sleepless In Seattle"")",74,73,23,20
1993-12-25,Color Me Badd,Time And Chance,31,27,23,9
1993-12-25,Jodeci,Cry For You,23,25,23,5
1993-12-25,Jimmy Cliff,"I Can See Clearly Now (From ""Cool Runnings"")",24,26,24,8
1993-12-18,Gin Blossoms,Hey Jealousy,49,49,25,22
1993-10-02,Kenny G With Peabo Bryson,By The Time This Night Is Over,84,92,25,20
1993-11-27,Tears For Fears,Break It Down Again,67,66,25,20
1993-12-25,Phil Collins,Both Sides Of The Story,37,28,25,9
1993-10-30,Silk,Girl U For Me/Lose Control,88,85,26,20
1993-11-06,Jon Secada,I'm Free,77,68,27,20
1993-11-20,Dino,Ooh Child,74,62,27,20
1993-08-21,Bon Jovi,In These Arms,91,85,27,16
1993-12-25,Mr. Big,Wild World,47,37,27,12
1993-06-26,Mary J. Blige,Sweet Thing,82,89,28,20
1993-09-04,New Order,Regret,98,91,28,19
1993-12-25,Rick Astley,Hopelessly,62,61,28,17
1993-07-31,Jeremy Jordan,Wannagirl,81,56,28,14
1993-12-25,Celine Dion,The Power Of Love,28,47,28,5
1993-10-16,U.N.V.,Something's Goin' On,74,60,29,20
1993-12-25,R.E.M.,Everybody Hurts,64,63,29,16
1993-12-25,Billy Joel,All About Soul,29,29,29,8
1993-06-12,Elton John,Simple Life,98,64,30,16
1993-05-15,R.E.M.,Man On The Moon,89,73,30,15
1993-05-15,TLC,Hat 2 Da Back,96,88,30,15
1993-12-25,Hi-Five,"Never Should've Let You Go (From ""Sister Act 2"")",30,31,30,11
1993-07-10,George Michael & Queen,Somebody To Love,98,67,30,9
1993-07-03,Men At Large,So Alone,87,77,31,20
1993-07-10,R. Kelly & Public Announcement,Dedicated,55,52,31,20
1993-11-06,Whitney Houston,Run To You,99,90,31,20
1993-11-20,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",Very Special,60,47,31,20
1993-07-24,Tasmin Archer,Sleeping Satellite,91,68,32,15
1993-12-25,Gabrielle,Dreams,32,39,32,12
1993-12-25,Intro,Come Inside,57,53,33,17
1993-12-25,Joshua Kadison,Jessie,33,42,33,12
1993-11-06,Radiohead,Creep,94,86,34,20
1993-12-25,Dr. Dre,Let Me Ride,78,77,34,14
1993-12-25,Queen Latifah,U.N.I.T.Y.,34,34,34,5
1993-11-27,MC Lyte,Ruffneck,70,63,35,20
1993-12-25,Shaquille O'Neal,(I Know I Got) Skillz,39,35,35,10
1993-07-03,Sunscreem,Love U More,90,89,36,19
1993-12-25,Lisa Keith,Better Than You,79,70,36,19
1993-07-10,En Vogue,Love Don't Love You,97,91,36,16
1993-05-01,Madonna,Bad Girl,97,83,36,11
1993-05-22,Depeche Mode,I Feel You,96,72,37,12
1993-12-25,Bell Biv DeVoe,Something In Your Eyes,95,83,38,19
1993-10-23,Fu-Schnickens W/ Shaquille O'Neal,What's Up Doc? (Can We Rock),88,81,39,17
1993-08-14,Geto Boys,Six Feet Deep,98,95,40,15
1993-10-23,TLC,"Get It Up (From ""Poetic Justice"")",99,98,42,17
1993-09-11,LL Cool J,Back Seat (Of My Jeep),95,82,42,13
1993-12-25,Xscape,Understanding,42,0,42,1
1993-06-19,Restless Heart Featuring Warren Hill,Tell Me What You Dream,88,76,43,13
1993-06-12,Neneh Cherry,Buddy X,96,81,43,12
1993-08-21,Clint Black With Wynonna,A Bad Goodbye,94,83,43,11
1993-12-25,Das EFX,Freakit,63,58,43,7
1993-09-18,David Crosby & Phil Collins,Hero,87,81,44,20
1993-08-28,Mary J. Blige,Love No Limit,98,92,44,16
1993-06-12,Prince And The New Power Generation,The Morning Papers,97,82,44,11
1993-12-25,Zapp & Roger,Slow And Easy,44,44,44,9
1993-06-26,RuPaul,Supermodel (You Better Work),98,87,45,20
1993-11-13,Duran Duran,Too Much Information,88,76,45,11
1993-12-25,Eazy-E,Real Muthaphuckkin G's,49,52,45,7
1993-12-25,Aerosmith,Amazing,45,54,45,4
1993-11-20,Alan Jackson,Chattahoochee,92,91,46,20
1993-09-25,Levert,ABC-123,99,96,46,17
1993-05-08,INXS,Beautiful Girl,98,75,46,12
1993-12-25,UB40,Higher Ground,51,46,46,12
1993-12-25,Gin Blossoms,Found Out About You,46,48,46,6
1993-06-26,Bizarre Inc,I'm Gonna Get You,48,49,47,23
1993-09-25,II D Extreme,Cry No More,73,67,48,20
1993-06-12,Gloria Estefan,I See Your Smile,100,76,48,17
1993-12-18,John Mellencamp,Human Wheels,92,74,48,14
1993-04-10,Annie Lennox,Little Bird,99,79,49,12
1993-06-12,Dolly Parton & Friends,Romeo,99,95,50,14
1993-12-25,Taylor Dayne,Send Me A Lover,77,73,50,13
1993-04-03,Poison,Stand,96,77,50,10
1993-11-13,Prince,Pink Cashmere,92,73,50,9
1993-08-21,Big Mountain,Touch My Light,100,87,51,20
1993-12-18,En Vogue Featuring FMOB,Runaway Love,96,83,51,10
1993-07-24,Regina Belle,If I Could,99,90,52,17
1993-08-21,The Pharcyde,Passin' Me By,98,88,52,17
1993-10-02,Joey Lawrence,Stay Forever,98,94,52,12
1993-12-25,Robin S.,Love For Love,90,86,53,19
1993-10-30,"Earth, Wind & Fire",Sunday Morning,93,69,53,10
1993-12-25,Boyz II Men Featuring Brian McKnight,Let It Snow,53,65,53,3
1993-11-13,Zapp & Roger,Mega Medley,93,88,54,15
1993-10-02,P.M. Dawn,The Ways Of The Wind,100,83,54,11
1993-12-25,US3,Cantaloop (Flip Fantasia),54,59,54,5
1993-12-25,Ice Cube,Really Doe,74,55,54,3
1993-07-17,Young Black Teenagers,Tap The Bottle,100,80,55,20
1993-11-20,Lords Of The Underground,Chief Rocka,91,87,55,20
1993-05-29,Wendy Moten,Come In Out Of The Rain,98,79,55,15
1993-05-22,Go West,What You Won't Do For Love,99,93,55,11
1993-12-25,Expose,As Long As I Can Dream,68,64,55,11
1993-12-25,A Tribe Called Quest,Award Tour,55,56,55,8
1993-10-02,Aaron Neville,Don't Take Away My Heaven,73,74,56,20
1993-12-25,Mista Grimm,"Indo Smoke (From ""Poetic Justice"")",73,68,56,14
1993-07-24,Johnny Gill,The Floor,84,69,56,10
1993-12-25,Elton John & Kiki Dee,True Love,56,62,56,5
1993-04-24,Chaka Demus & Pliers,Murder She Wrote,94,91,57,17
1993-04-10,Jude Cole,Tell The Truth,94,85,57,12
1993-04-24,Mary Chapin Carpenter,Passionate Kisses,85,83,57,11
1993-09-25,Shanice,"It's For You (From ""The Meteor Man"")",93,83,57,11
1993-12-11,Sting,Nothing 'Bout Me,93,80,57,11
1994-10-08,Ace Of Base,The Sign,50,47,1,41
1994-11-12,All-4-One,I Swear,50,47,1,30
1994-11-26,Lisa Loeb & Nine Stories,"Stay (I Missed You) (From ""Reality Bites"")",50,48,1,30
1994-07-23,R. Kelly,Bump N' Grind,38,40,1,25
1994-12-31,Boyz II Men,I'll Make Love To You,7,6,1,21
1994-12-31,Ini Kamoze,"Here Comes The Hotstepper (From ""Ready To Wear"")",2,1,1,16
1994-12-31,Boyz II Men,On Bended Knee,1,2,1,7
1994-09-24,Madonna,"I'll Remember (From ""With Honors"")",50,45,2,26
1994-12-31,Sheryl Crow,All I Wanna Do,17,12,2,22
1994-09-03,Warren G & Nate Dogg,"Regulate (From ""Above The Rim"")",32,19,2,20
1994-10-08,Janet Jackson,"Any Time, Any Place/And On And On",55,40,2,20
1994-12-31,Luther Vandross & Mariah Carey,Endless Love,70,66,2,17
1994-12-31,John Mellencamp With Me'Shell Ndegeocello,Wild Night,37,29,3,32
1994-08-06,Salt-N-Pepa Featuring En Vogue,Whatta Man,47,46,3,29
1994-08-27,Prince,The Most Beautiful Girl In The World,49,45,3,26
1994-11-19,Coolio,Fantastic Voyage,49,38,3,25
1994-07-02,Mariah Carey,Without You/Never Forget You,46,39,3,23
1994-12-17,Changing Faces,Stroke You Up,49,45,3,21
1994-12-31,Real McCoy,Another Night,3,3,3,19
1994-12-31,Madonna,Secret,12,9,3,13
1994-12-03,Ace Of Base,Don't Turn Around,50,47,4,31
1994-12-31,Babyface,When Can I See You,36,33,4,29
1994-08-27,Enigma,Return To Innocence,48,46,4,26
1994-11-12,Elton John,"Can You Feel The Love Tonight (From ""The Lion King"")",48,39,4,26
1994-07-09,Crash Test Dummies,Mmm Mmm Mmm Mmm,44,38,4,24
1994-12-31,Bon Jovi,Always,5,4,4,14
1994-12-31,TLC,Creep,4,5,4,8
1994-10-08,Aaliyah,Back & Forth,49,46,5,24
1994-12-31,Immature,Never Lie,30,22,5,23
1994-05-28,All-4-One,So Much In Love,39,25,5,22
1994-09-03,Big Mountain,"Baby I Love Your Way (From ""Reality Bites"")",48,34,6,28
1994-10-15,Da Brat,Funkdafied,51,40,6,20
1994-12-31,Aaliyah,At Your Best (You Are Love),67,64,6,18
1994-12-31,Brandy,I Wanna Be Down,6,7,6,14
1994-10-29,Toni Braxton,You Mean The World To Me,47,40,7,31
1994-07-23,Richard Marx,Now And Forever,48,46,7,27
1994-06-11,Snoop Doggy Dogg,Gin And Juice,58,45,8,20
1994-12-31,BLACKstreet,Before I Let You Go,8,10,8,11
1994-12-31,Janet Jackson,You Want This/70's Love Groove,11,8,8,11
1994-12-31,69 Boyz,Tootsee Roll,9,13,9,26
1994-08-06,Tevin Campbell,I'm Ready,49,42,9,22
1994-12-31,Craig Mack,Flava In Ya Ear,35,32,9,21
1994-07-02,Bruce Springsteen,"Streets Of Philadelphia (From ""Philadelphia"")",66,58,9,20
1994-12-03,Warren G,This D.J.,74,69,9,20
1994-12-03,Jon Secada,If You Go,48,49,10,31
1994-07-09,Beck,Loser,46,37,10,24
1994-12-31,Melissa Etheridge,I'm The Only One,10,11,10,22
1994-06-11,Janet Jackson,Because Of Love,62,54,10,20
1994-12-31,Crystal Waters,100% Pure Love,21,19,11,32
1994-11-19,Collective Soul,Shine,50,47,11,29
1994-10-15,Mariah Carey,Anytime You Need A Friend,49,52,12,21
1994-06-11,Meat Loaf,Rock And Roll Dreams Come Through,92,82,13,20
1994-09-24,R. Kelly,Your Body's Callin',67,56,13,20
1994-12-31,4PM,Sukiyaki,13,14,13,16
1994-12-31,Gloria Estefan,"Turn The Beat Around (From ""The Specialist"")",18,15,13,15
1994-10-15,Aaron Hall,I Miss You,50,48,14,23
1994-12-31,The 4 Seasons,"December 1963 (Oh, What A Night)",26,24,14,21
1994-12-31,Madonna,Take A Bow,14,18,14,3
1994-07-16,Tim McGraw,Indian Outlaw,99,93,15,20
1994-12-31,20 Fingers Featuring Gillette,Short Dick Man,15,17,15,17
1994-12-31,Pretenders,I'll Stand By You,20,21,16,21
1994-12-31,Des'ree,You Gotta Be,16,16,16,18
1994-10-22,Aerosmith,Crazy,50,48,17,23
1994-05-28,Zhane,Groove Thang,74,64,17,20
1994-10-01,Tim McGraw,Don't Take The Girl,88,79,17,20
1994-08-20,SWV,"Anything (From ""Above The Rim"")",58,46,18,20
1994-12-24,Amy Grant,Lucky One,60,61,18,20
1994-12-31,Candlebox,Far Behind,50,46,18,19
1994-12-31,Elton John,"Circle Of Life (From ""The Lion King"")",55,48,18,19
1994-12-31,Barry White,Practice What You Preach,19,20,18,13
1994-12-24,Pearl Jam,Tremor Christ/Spin The Black Circle,100,73,18,6
1994-09-03,Joshua Kadison,Beautiful In My Eyes,47,46,19,21
1994-05-28,Eternal,Stay,83,77,19,20
1994-07-23,Bonnie Raitt,Love Sneakin' Up On You,63,56,19,20
1994-10-01,Erasure,Always,49,46,20,23
1994-08-06,Heavy D & The Boyz,Got Me Waiting,61,56,20,20
1994-11-05,Tevin Campbell,Always In My Heart,83,79,20,20
1994-11-19,Richard Marx,The Way She Loves Me,98,87,20,19
1994-12-31,Ace Of Base,Living In Danger,27,27,20,11
1994-07-16,Babyface,And Our Feelings,80,73,21,20
1994-10-22,Seal,Prayer For The Dying,45,42,21,20
1994-12-31,R.E.M.,"What's The Frequency, Kenneth?",32,25,21,15
1994-08-20,General Public,"I'll Take You There (From ""Threesome"")",78,64,22,20
1994-12-31,Bone Thugs-N-Harmony,Thuggish Ruggish Bone,39,38,22,16
1994-12-31,Corona,The Rhythm Of The Night,22,26,22,8
1994-07-23,Masta Ace Incorporated,Born To Roll,87,81,23,20
1994-12-10,Ice Cube Featuring George Clinton,Bop Gun (One Nation),78,64,23,20
1994-09-03,Celine Dion,Misled,99,92,23,19
1994-05-07,Color Me Badd,Choose,95,83,23,17
1994-12-31,Vanessa Williams,The Sweetest Days,23,23,23,8
1994-06-11,Phil Collins,Everyday,49,52,24,20
1994-12-31,Tom Petty,You Don't Know How It Feels,24,34,24,5
1994-12-24,Melissa Etheridge,Come To My Window,42,42,25,44
1994-07-23,Jodeci,Feenin',90,95,25,20
1994-12-31,Hootie & The Blowfish,Hold My Hand,25,31,25,13
1994-08-06,M.C. Hammer,Pumps And A Bump,70,74,26,20
1994-09-24,Aretha Franklin,Willing To Forgive,80,77,26,20
1994-10-08,Ahmad,Back In The Day,70,55,26,20
1994-08-13,Domino,Sweet Potatoe Pie,96,82,27,19
1994-12-31,The Notorious B.I.G.,Juicy/Unbelievable,63,61,27,19
1994-05-28,12 Gauge,Dunkie Butt (Please Please Please),46,39,28,21
1994-12-17,Gerald Levert,I'd Give Anything,95,93,28,20
1994-12-31,B.M.U. (Black Men United),"U Will Know (From ""Jason's Lyric"")",49,47,28,13
1994-12-31,Jade,Every Day Of The Week,28,28,28,6
1994-12-31,Zhane,"Shame (From ""A Low Down Dirty Shame"")",38,36,28,6
1994-10-29,Steve Perry,You Better Wait,97,89,29,16
1994-12-31,Lucas,Lucas With The Lid Off,57,56,29,14
1994-12-31,Mary J. Blige,Be Happy,34,37,29,9
1994-12-31,Immature,Constantly,29,39,29,6
1994-06-25,Ice Cube,You Know How We Do It,59,58,30,20
1994-12-31,Toni Braxton,I Belong To You/How Many Ways,33,30,30,14
1994-12-31,Deadeye Dick,"New Age Girl (From ""Dumb And Dumber"")",31,35,31,19
1994-04-23,Tony Toni Tone,(Lay Your Head On My) Pillow,96,87,31,15
1994-11-19,Prince,Letitgo,93,77,31,14
1994-12-31,Eagles,Get Over It,72,70,31,10
1994-12-17,Salt-N-Pepa,None Of Your Business,50,49,32,22
1994-05-14,CeCe Peniston,I'm In The Mood,82,67,32,20
1994-06-25,Michael Bolton,Completely,98,93,32,15
1994-09-24,Toad The Wet Sprocket,Fall Down,99,89,33,17
1994-05-07,Mint Condition,U Send Me Swingin',89,73,33,16
1994-10-15,Public Enemy,Give It Up,100,94,33,14
1994-07-09,The B.C. 52's,"(Meet) The Flintstones (From ""The Flintstones"")",90,70,33,8
1994-11-05,BLACKstreet,Booti Call,88,84,34,20
1994-10-01,Shai,"The Place Where You Belong (From ""Beverly Hills Cop III"")",99,91,34,18
1994-08-20,M People,Moving On Up,98,89,34,16
1994-05-14,Rod Stewart,Having A Party,75,72,36,20
1994-12-31,Anita Baker,Body & Soul,99,87,36,18
1994-12-31,Rappin' 4-Tay,Playaz Club,42,40,36,15
1994-07-09,OutKast,Player's Ball,91,79,37,20
1994-12-31,Da Brat,Fa All Y'all,52,44,37,12
1994-07-23,Meat Loaf,Objects In The Rear View Mirror May Appear Closer Than...,96,82,38,11
1994-12-31,Sting,When We Dance,43,41,38,10
1994-10-01,Zhane,Sending My Love,96,89,40,20
1994-11-12,Heavy D & The Boyz,Nuttin' But Love,72,71,40,20
1994-12-10,C+C Music Factory,Do You Wanna Get Funky,89,81,40,20
1994-10-22,The Puppies,Funky Y-2-C,96,92,40,17
1994-09-17,David Ball,Thinkin' Problem,93,92,40,12
1994-12-31,Scarface,I Never Seen A Man Cry (aka I Seen A Man Die),40,43,40,7
1994-11-05,Nine Inch Nails,Closer,50,45,41,22
1994-11-19,Wet Wet Wet,Love Is All Around,69,59,41,20
1994-09-17,CeCe Peniston,I'm Not Over You,91,91,41,14
1994-12-31,Toad The Wet Sprocket,Something's Always Wrong,58,57,41,14
1994-12-31,John Mellencamp,Dance Naked,54,51,41,10
1994-12-31,Brownstone,If You Love Me,41,58,41,4
1994-06-25,John Michael Montgomery,I Swear,85,84,42,20
1994-08-13,The Cranberries,Dreams,86,79,42,20
1994-06-25,The Conscious Daughters,Somethin' To Ride To (Fonky Expedition),91,81,42,15
1994-09-17,Spin Doctors,You Let Your Heart Go Too Fast,79,69,42,10
1994-12-03,Terror Fabulous Featuring Nadine Sutherland,Action,90,76,43,20
1994-10-08,Live,Selling The Drama,100,86,43,19
1994-06-18,Lighter Shade Of Brown,"Hey D.J. (From ""Mi Vida Loca"")",96,95,43,18
1994-05-21,Danzig,Mother,87,76,43,15
1994-12-31,Mazzy Star,Fade Into You,77,68,44,18
1994-06-18,Juliet Roberts,I Want You,99,91,44,14
1994-07-30,Huey Lewis & The News,(She's) Some Kind Of Wonderful,96,84,44,12
1994-12-31,N2U,I Miss You,44,55,44,5
1994-07-30,Arrested Development,Ease My Mind,93,81,45,12
1994-12-31,Method Man,Bring The Pain,45,45,45,8
1994-06-18,M.C. Hammer,It's All Good,98,99,46,19
1994-06-25,Morrissey,"The More You Ignore Me, The Closer I Get",96,80,46,15
1994-07-30,Xscape,Love On My Mind,95,76,46,15
1994-12-31,Jon Secada,Mental Picture,46,53,46,6
1994-10-22,Meat Puppets,Backwater,90,82,47,20
1994-05-07,Shaquille O'Neal,I'm Outstanding,96,79,47,11
1994-12-31,Changing Faces,Foolin' Around,47,54,47,7
1994-08-06,Keith Sweat,How Do You Like It?,90,84,48,20
1994-12-31,Aerosmith,Blind Man,48,49,48,8
1994-10-15,Fugees,Nappy Heads,89,74,49,16
1994-07-30,FRENTE!,Bizarre Love Triangle,94,89,49,15
1994-12-31,Keith Murray,The Most Beautifullest Thing In This World,53,50,50,11
1994-08-20,Roxette,Sleeping In My Car,99,77,50,8
1994-11-12,The Tokens,The Lion Sleeps Tonight (Wimoweh),97,91,51,13
1994-05-28,The Brand New Heavies,Dream On Dreamer,90,71,51,11
1994-08-13,Boston,I Need Your Love,99,86,51,10
1994-12-31,Warren G,Do You See,51,52,51,5
1994-07-30,Gabrielle,I Wish,98,83,52,14
1994-08-13,Patra,Worker Man,98,93,53,16
1994-12-31,Huey Lewis & The News,But It's Alright,84,78,54,19
1994-04-30,SWV,Always On My Mind,98,88,54,17
1994-05-21,Queen Latifah,Just Another Day,92,77,54,11
1994-11-26,Patra Featuring Yo-Yo,Romantic Call,94,88,55,16
1994-08-27,Atlantic Starr,I'll Remember You,99,88,55,13
1994-10-01,R. Kelly,Summer Bunnies,98,72,55,7
1994-07-02,Sudden Change,Comin' On Strong,93,77,56,17
1994-11-12,Sophie B. Hawkins,Right Beside You,94,79,56,13
1994-12-31,Amy Grant With Vince Gill,House Of Love,56,63,56,6
1994-07-30,H-Town/Al B. Sure!,Part Time Lover/I'm Still In Love With You,90,74,57,16
1994-12-31,Weezer,Undone - The Sweater Song,97,92,57,14
1994-10-22,The Lady Of Rage,Afro Puffs,98,85,57,11
1994-06-04,Rosco Martinez,Neon Moonlight,96,91,57,10
1994-08-20,Stevie Nicks,Maybe Love Will Change Your Mind,100,84,57,10
1994-10-29,DJ Miko,What's Up,86,74,58,20
1994-05-14,Dawn Penn,"You Don't Love Me (No, No, No)",89,79,58,12
1994-12-17,Usher,Can U Get Wit It,97,86,59,16
1994-10-01,Blur,Girls & Boys,100,78,59,15
1994-08-13,Nice & Smooth,Old To The New,100,83,59,7
1994-12-31,Urge Overkill,"Girl, You'll Be A Woman Soon (From ""Pulp Fiction"")",69,59,59,7
1994-12-31,Luther Vandross,Always And Forever,59,67,59,4
1994-03-26,Nine Inch Nails,March Of The Pigs,97,59,59,3
1994-06-25,Wu-Tang Clan,C.R.E.A.M. (Cash Rules Everything Around Me),100,92,60,16
1995-12-30,TLC,Waterfalls,44,43,1,30
1995-09-09,Montell Jordan,This Is How We Do It,48,49,1,29
1995-12-30,Seal,Kiss From A Rose,25,22,1,28
1995-09-23,Bryan Adams,Have You Ever Really Loved A Woman?,44,43,1,24
1995-12-30,Coolio Featuring L.V.,"Gangsta's Paradise (From ""Dangerous Minds"")",4,4,1,20
1995-12-30,Michael Jackson,You Are Not Alone,57,54,1,18
1995-12-30,Mariah Carey,Fantasy,6,5,1,14
1995-12-30,Whitney Houston,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",2,2,1,6
1995-12-30,Mariah Carey & Boyz II Men,One Sweet Day,1,1,1,5
1995-09-02,Adina Howard,Freak Like Me,46,40,2,30
1995-11-11,Monica,Don't Take It Personal (Just One Of Dem Days),37,36,2,29
1995-11-04,Boyz II Men,Water Runs Dry,50,45,2,28
1995-09-30,Nicki French,Total Eclipse Of The Heart,50,40,2,27
1995-06-24,Soul For Real,Candy Rain,43,35,2,25
1995-07-29,TLC,Red Light Special,50,48,2,22
1995-11-04,The Notorious B.I.G.,One More Chance/Stay With Me,57,54,2,20
1995-12-02,Shaggy,Boombastic/In The Summertime,47,42,3,29
1995-07-22,Real McCoy,Run Away,53,45,3,20
1995-09-16,Method Man Featuring Mary J. Blige,I'll Be There For You/You're All I Need To Get By,65,61,3,20
1995-12-30,Janet Jackson,Runaway,14,11,3,16
1995-12-30,LL Cool J,Hey Lover,3,3,3,7
1995-10-14,Dionne Farris,I Know,50,46,4,38
1995-11-25,Vanessa Williams,"Colors Of The Wind (From ""Pocahontas"")",50,46,4,23
1995-06-17,Brandy,Baby,51,40,4,20
