date,artist,song,pos,pos_prev,pos_peak,weeks
1999-11-13,Garth Brooks as Chris Gaines,Lost In You,91,71,5,10
1999-11-20,Backstreet Boys,I Want It That Way,39,40,6,31
1999-08-14,Shania Twain,That Don't Impress Me Much,35,24,7,28
1999-12-25,Sugar Ray,Someday,34,23,7,26
1999-12-25,Donell Jones,U Know What's Up,8,7,7,14
1999-12-25,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",Hot Boyz,7,9,7,5
1999-08-28,Blaque,808,58,53,8,20
1999-12-25,Deborah Cox With R.L.,We Can't Be Friends,77,63,8,16
1999-12-25,Jennifer Lopez,Waiting For Tonight,12,8,8,11
1999-12-18,Red Hot Chili Peppers,Scar Tissue,47,26,9,29
1999-12-25,Len,Steal My Sunshine,15,12,9,20
1999-06-12,Faith Evans Featuring Puff Daddy,All Night Long,82,84,9,19
1999-05-29,B*Witched,C'est La Vie,89,56,9,15
1999-12-25,Blaque,Bring It All To Me,9,11,9,10
1999-07-03,Jesse Powell,You,77,64,10,20
1999-08-14,Tim McGraw,Please Remember Me,66,58,10,20
1999-08-14,Jordan Knight,Give It To You,91,83,10,20
1999-09-11,Chante Moore,Chante's Got A Man,94,92,10,18
1999-10-23,Naughty By Nature Featuring Zhane,Jamboree,91,91,10,17
1999-12-25,Britney Spears,(You Drive Me) Crazy,53,36,10,15
1999-05-29,Joey McIntyre,Stay The Same,97,77,10,14
1999-12-25,Kevon Edmonds,24/7,10,10,10,8
1999-12-25,LFO,Girl On TV,11,14,10,6
1999-04-17,Gerald Levert,Taking Everything,96,84,11,12
1999-01-16,Prince,1999,40,0,12,28
1999-07-10,Tyrese,Sweet Lady,44,42,12,25
1999-09-04,Sporty Thievz Featuring Mr. Woods,No Pigeons,100,92,12,17
1999-12-18,R. Kelly,If I Could Turn Back The Hands Of Time,96,86,12,17
1999-05-29,Shanice,When I Close My Eyes,95,72,12,10
1999-07-24,Silk,If You (Lovin' Me),73,70,13,20
1999-12-18,98 Degrees,I Do (Cherish You),56,48,13,20
1999-12-25,Ideal,Get Gone,27,20,13,19
1999-12-25,Christina Aguilera,What A Girl Wants,13,18,13,5
1999-12-25,Tal Bachman,She's So High,49,44,14,28
1999-12-25,Smash Mouth,Then The Morning Comes,14,16,14,9
1999-09-04,112 Featuring Lil'z,Anywhere,50,48,15,25
1999-10-16,Case,Happily Ever After,90,83,15,20
1999-12-25,Goo Goo Dolls,Black Balloon,37,33,16,25
1999-09-04,Brandy,Almost Doesn't Count,84,61,16,20
1999-11-27,Ginuwine,So Anxious,92,77,16,20
1999-05-15,Keith Sweat,I'm Not Ready,89,88,16,10
1999-12-25,Eiffel 65,Blue (Da Ba Dee),16,29,16,3
1999-11-20,Faith Evans,Never Gonna Let You Go,100,92,17,20
1999-09-04,Nine Inch Nails,The Day The World Went Away,95,89,17,5
1999-12-25,Jagged Edge,He Can't Love U,17,32,17,3
1999-07-03,Silkk The Shocker Featuring Mystikal,It Ain't My Fault 1 & 2,98,91,18,18
1999-10-16,Vitamin C Featuring Lady Saw,Smile,97,90,18,14
1999-11-06,Tracie Spencer,It's All About You (Not About Me),100,91,18,13
1999-12-25,Juvenile Featuring Mannie Fresh & Lil' Wayne,Back That Thang Up,25,24,19,25
1999-10-16,Madonna,Beautiful Stranger,99,92,19,19
1999-05-15,Savage Garden,The Animal Song,92,81,19,10
1999-11-13,Fastball,Out Of My Head,66,57,20,20
1999-06-05,Lauryn Hill,Ex-Factor,46,37,21,22
1999-11-27,Eric Benet Featuring Tamia,Spend My Life With You,50,35,21,22
1999-10-02,Britney Spears,Sometimes,86,81,21,20
1999-11-13,Phil Collins,You'll Be In My Heart,95,89,21,20
1999-12-25,Train,Meet Virginia,21,22,21,12
1999-12-25,Sole Featuring JT Money & Kandi,"4, 5, 6",23,21,21,9
1999-12-25,Foo Fighters,Learn To Fly,22,25,22,11
1999-11-20,Shania Twain,Man! I Feel Like A Woman!,31,23,23,28
1999-12-25,Warren G Featuring Mack 10,I Want It All,93,72,23,15
1999-12-25,Lonestar,Amazed,45,0,24,21
1999-12-25,Martina McBride,I Love You,60,49,24,18
1999-12-25,Montell Jordan,Get It On Tonite,24,38,24,10
1999-10-09,Citizen King,Better Days (And The Bottom Drops Out),56,48,25,20
1999-12-25,Backstreet Boys,Larger Than Life,70,65,25,15
1999-12-25,Will Smith Featuring K-Ci,Will 2K,58,43,25,9
1999-06-26,Vengaboys,We Like To Party!,79,63,26,20
2000-10-28,Vertical Horizon,Everything You Want,50,47,1,41
2000-12-30,matchbox twenty,Bent,37,33,1,36
2000-12-30,Creed,With Arms Wide Open,5,4,1,34
2000-10-21,Aaliyah,Try Again,43,36,1,32
2000-08-05,Santana Featuring The Product G&B,Maria Maria,47,48,1,26
2000-12-16,Sisqo,Incomplete,46,32,1,26
2000-10-21,'N Sync,It's Gonna Be Me,48,38,1,25
2000-11-25,Janet,Doesn't Really Matter,41,40,1,24
2000-12-23,Christina Aguilera,Come On Over Baby (All I Want Is You),44,43,1,21
2000-12-30,Madonna,Music,27,25,1,21
2000-08-12,Enrique Iglesias,Be With You,28,24,1,20
2000-12-30,Destiny's Child,Independent Women Part I,1,1,1,15
2000-11-25,Toni Braxton,He Wasn't Man Enough,48,41,2,37
2000-09-30,Marc Anthony,You Sang To Me,44,40,2,32
2000-12-30,Mya,Case Of The Ex (Whatcha Gonna Do),4,3,2,20
2000-12-30,98 Degrees,Give Me Just One Night (Una Noche),94,93,2,20
2000-12-30,Dream,He Loves U Not,2,5,2,14
2000-12-30,"Shaggy Feat. Ricardo ""RikRok"" Ducent",It Wasn't Me,3,2,2,9
2000-12-30,3 Doors Down,Kryptonite,9,9,3,39
2000-12-16,Destiny's Child,"Jumpin', Jumpin'",39,35,3,32
2000-08-05,Sisqo,Thong Song,46,43,3,28
2000-09-09,Christina Aguilera,I Turn To You,50,43,3,22
2000-10-28,Joe,I Wanna Know,45,32,4,44
2000-07-01,'N Sync,Bye Bye Bye,40,34,4,23
2000-12-30,P!nk,Most Girls,14,14,4,21
2000-09-09,Eminem,The Real Slim Shady,98,88,4,19
2000-12-30,Samantha Mumba,Gotta Tell You,13,7,4,17
2000-08-19,Macy Gray,I Try,46,40,5,27
2000-12-23,Ruff Endz,No More,38,33,5,26
2000-12-30,'N Sync,This I Promise You,12,10,5,14
2000-11-04,Nine Days,Absolutely (Story Of A Girl),48,41,6,27
2000-06-10,Backstreet Boys,Show Me The Meaning Of Being Lonely,47,45,6,24
2000-12-30,Erykah Badu,Bag Lady,66,56,6,20
2000-12-30,OutKast,Ms. Jackson,6,6,6,8
2000-12-30,Faith Hill,The Way You Love Me,7,8,7,35
2000-12-16,Nelly,(Hot S**t) Country Grammar,49,36,7,34
2000-10-07,P!nk,There You Go,44,46,7,32
2000-10-14,Next,Wifey,35,25,7,21
2000-07-01,Sonique,It Feels So Good,49,38,8,24
2000-12-30,matchbox twenty,If You're Gone,8,11,8,11
2000-09-02,Britney Spears,Oops!...I Did It Again,96,90,9,20
2000-12-30,Backstreet Boys,Shape Of My Heart,19,17,9,12
2000-12-30,Debelah Morgan,Dance With Me,10,12,10,23
2000-11-11,LeAnn Rimes,I Need You,41,30,11,25
2000-10-14,Jagged Edge,Let's Get Married,47,36,11,24
2000-11-25,Everclear,Wonderful,45,39,11,21
2000-12-30,Ja Rule Featuring Christina Milian,Between Me And You,21,18,11,16
2000-12-30,JAY-Z,I Just Wanna Love U (Give It 2 Me),11,13,11,10
2000-12-30,Ricky Martin,She Bangs,43,29,12,13
2000-11-25,BBMak,Back Here,49,45,13,31
2000-12-23,Mystikal,Shake Ya Ass,58,42,13,20
2000-06-17,Third Eye Blind,Never Let You Go,46,45,14,22
2000-07-08,Red Hot Chili Peppers,Otherside,45,29,14,22
2000-06-10,Britney Spears,From The Bottom Of My Broken Heart,90,86,14,20
2000-12-30,Profyle,Liar,75,69,14,16
2000-12-30,Barenaked Ladies,Pinch Me,22,20,15,17
2000-12-30,R. Kelly,I Wish,15,15,15,14
2000-12-30,Nelly,E.I.,18,16,16,13
2000-12-30,Lenny Kravitz,Again,16,19,16,7
2000-11-04,Sting Featuring Cheb Mami,Desert Rose,49,42,17,26
2000-08-12,504 Boyz,Wobble Wobble,96,92,17,18
2000-12-30,O-Town,Liquid Dreams,17,21,17,2
2000-09-02,Jay-Z Featuring UGK,Big Pimpin',50,41,18,20
2000-07-01,Kid Rock,Only God Knows Why,78,69,19,20
2000-06-24,Dixie Chicks,Goodbye Earl,98,96,19,15
2000-08-05,Carl Thomas,I Wish,67,52,20,20
2000-08-12,Westlife,Swear It Again,56,45,20,20
2000-12-23,Lil Bow Wow Featuring Xscape,Bounce With Me,99,90,20,19
2000-06-03,Hanson,This Time Around,95,71,20,7
2000-12-30,Jennifer Lopez,Love Don't Cost A Thing,20,22,20,4
2000-10-14,Jessica Simpson,I Think I'm In Love With You,96,89,21,16
2000-12-30,Ludacris Featuring Shawnna,What's Your Fantasy,24,24,21,14
2000-10-21,Lil' Zane Featuring 112,Callin' Me,95,84,21,13
2000-12-16,SoulDecision Featuring Thrust,Faded,50,45,22,24
2000-08-19,Chad Brock,Yes!,59,53,22,20
2000-09-09,Avant,Separated,51,40,23,20
2000-10-07,Dr. Dre Featuring Snoop Dogg,The Next Episode,58,52,23,20
2000-12-30,Vertical Horizon,You're A God,46,41,23,19
2000-10-21,Britney Spears,Lucky,100,86,23,11
2000-12-30,Evan And Jaron,Crazy For This Girl,23,23,23,9
2000-12-30,Kandi,Don't Think I'm Not,40,30,24,22
2000-06-10,Sammie,I Like It,89,91,24,20
2000-08-19,Savage Garden,Crash And Burn,87,73,24,20
2000-09-02,Goo Goo Dolls,Broadway,87,85,24,20
2000-10-07,Mandy Moore,I Wanna Be With You,99,94,24,17
2000-06-03,Dr. Dre Featuring Eminem,Forgot About Dre,82,80,25,20
2000-11-04,Jo Dee Messina,That's The Way,59,51,25,20
2000-05-13,D'Angelo,Untitled (How Does It Feel),94,79,25,17
2000-12-30,U2,Beautiful Day,25,28,25,13
2000-09-30,Son By Four,Purest Of Pain (A Puro Dolor),35,39,26,26
2000-10-14,Da Brat Featuring Tyrese,What'Chu Like,68,68,26,20
2000-12-30,Avant Featuring KeKe Wyatt,My First Love,26,26,26,9
2000-07-15,DMX,Party Up (Up In Here),43,46,27,21
2000-08-19,Alice Deejay,Better Off Alone,86,79,27,20
2000-12-30,Travis Tritt,Best Of Intentions,45,37,27,20
2000-05-20,Hoku,Another Dumb Blonde,100,80,27,14
2000-04-29,Whitney Houston,I Learned From The Best,82,73,27,11
2000-12-30,Tim McGraw,My Next Thirty Years,28,27,27,11
2000-08-05,Mary Mary,Shackles (Praise You),94,84,28,20
2000-08-05,Mariah Carey Featuring Snoop Dogg,Crybaby,95,90,28,7
2001-12-29,Alicia Keys,Fallin',24,18,1,29
2001-06-30,Joe Featuring Mystikal,Stutter,44,27,1,26
2001-12-29,Jennifer Lopez Featuring Ja Rule,I'm Real,18,14,1,26
2001-11-24,Usher,U Remind Me,44,35,1,24
2001-06-09,Crazy Town,Butterfly,50,37,1,23
2001-12-29,Mary J. Blige,Family Affair,3,3,1,23
2001-08-11,Janet,All For You,49,43,1,22
2001-08-25,"Christina Aguilera, Lil' Kim, Mya & P!nk",Lady Marmalade,58,51,1,20
2001-10-13,Destiny's Child,Bootylicious,98,90,1,19
2001-12-29,Nickelback,How You Remind Me,1,1,1,17
2001-12-29,Usher,U Got It Bad,2,2,1,15
2001-12-29,Lifehouse,Hanging By A Moment,40,33,2,47
2001-12-22,Blu Cantrell,Hit 'Em Up Style (Oops!),46,41,2,34
2001-12-08,Eve Featuring Gwen Stefani,Let Me Blow Ya Mind,44,44,2,33
2001-07-28,Destiny's Child,Survivor,86,80,2,20
2001-09-22,Mariah Carey Featuring Cameo,Loverboy,95,89,2,14
2001-10-06,Dido,Thank You,50,47,3,39
2001-09-08,Nelly Featuring City Spud,Ride Wit Me,39,40,3,29
2001-12-15,Jagged Edge With Nelly,Where The Party At,46,37,3,29
2001-10-20,O-Town,All Or Nothing,48,46,3,20
2001-11-03,Janet,Someone To Call My Lover,52,42,3,20
2001-08-18,Lil' Romeo,My Baby,99,85,3,14
2001-12-29,Enrique Iglesias,Hero,5,4,3,14
2001-10-27,112,Peaches & Cream,48,37,4,29
2001-12-29,Ginuwine,Differences,8,6,4,23
2001-07-07,Case,Missing You,47,41,4,22
2001-12-29,P!nk,Get The Party Started,4,5,4,10
2001-12-29,Train,Drops Of Jupiter (Tell Me),42,39,5,42
2001-12-29,Staind,It's Been Awhile,31,27,5,38
2001-10-20,Uncle Kracker,Follow Me,50,48,5,33
2001-12-29,Nelly Furtado,Turn Off The Light,12,10,5,20
2001-08-18,R. Kelly Featuring Jay-Z,Fiesta,50,43,6,21
2001-12-29,Ja Rule Featuring Case,Livin' It Up,10,8,6,18
2001-12-29,Shakira,"Whenever, Wherever",6,7,6,10
2001-09-01,"Missy ""Misdemeanor"" Elliott",Get Ur Freak On,47,35,7,24
2001-06-09,Aerosmith,Jaded,53,42,7,20
2001-12-29,Ja Rule Featuring Ashanti,Always On Time,7,9,7,7
2001-09-29,City High,What Would You Do?,43,35,8,28
2001-12-08,JAY-Z,Izzo (H.O.V.A.),65,51,8,20
2001-06-30,Eden's Crush,Get Over Yourself,98,93,8,14
2001-11-10,Incubus,Drive,48,50,9,39
2001-08-11,Nelly Furtado,I'm Like A Bird,48,42,9,24
2001-12-29,Creed,My Sacrifice,9,11,9,10
2001-12-29,Enya,Only Time,19,16,10,25
2001-06-02,Tamia,Stranger In My House,43,40,10,21
2001-07-14,S Club 7,Never Had A Dream Come True,62,64,10,20
2001-10-06,Faith Hill,There You'll Be,85,75,10,20
2001-12-29,Michael Jackson,You Rock My World,90,87,10,17
2001-12-29,Destiny's Child,Emotion,29,21,10,14
2001-08-25,Lil' Mo Featuring Fabolous,Superwoman Pt. II,50,42,11,22
2001-12-29,'N Sync,Gone,13,12,11,15
2001-12-29,Alicia Keys,A Woman's Worth,11,13,11,10
2001-12-29,Michelle Branch,Everywhere,58,51,12,18
2001-10-27,Sugar Ray,When It's Over,41,35,13,22
2001-06-09,Ricky Martin Duet With Christina Aguilera,Nobody Wants To Be Lonely,86,83,13,20
2001-10-20,Afroman,Because I Got High,100,88,13,10
2001-12-29,Five For Fighting,Superman (It's Not Easy),14,15,14,18
2001-12-29,Aaliyah,Rock The Boat,16,17,14,17
2001-12-08,Craig David,Fill Me In,47,32,15,27
2001-12-01,"Missy ""Misdemeanor"" Elliott",One Minute Man,46,43,15,21
2001-09-29,Jessica Simpson,Irresistible,88,68,15,20
2001-12-29,Bubba Sparxxx,Ugly,88,81,15,18
2001-06-16,Olivia,Bizounce,80,77,15,14
2001-12-29,The Calling,Wherever You Will Go,15,19,15,8
2001-12-29,Toya,I Do!!,17,20,16,31
2001-12-29,Lee Greenwood,God Bless The USA,73,69,16,14
2001-12-01,Trick Daddy,I'm A Thug,88,85,17,20
2001-12-29,JAY-Z,"Girls, Girls, Girls",52,37,17,12
2001-07-21,Sunshine Anderson,Heard It All Before,69,58,18,20
2001-08-18,Jennifer Lopez,Play,89,86,18,20
2001-10-06,Blake Shelton,Austin,41,36,18,20
2001-11-17,The Isley Brothers Featuring Ronald Isley,Contagious,100,91,19,19
2001-09-08,'N Sync,Pop,99,90,19,15
2001-09-29,D12,Purple Hills,94,80,19,15
2001-12-29,City High Featuring Eve,Caramel,23,24,19,12
2001-12-29,Aaron Tippin,Where The Stars And Stripes And The Eagle Fly,20,25,20,11
2001-12-29,Michael Jackson,Butterflies,21,26,21,7
2001-10-20,Dave Matthews Band,The Space Between,47,50,22,23
2001-10-13,Erick Sermon Featuring Marvin Gaye,Music,93,92,22,20
2001-10-20,Willa Ford,I Wanna Be Bad,93,83,22,20
2001-12-29,Maxwell,Lifetime,55,52,22,17
2001-12-29,Nelly,#1,25,22,22,11
2001-12-29,Fat Joe Featuring R. Kelly,We Thuggin',22,23,22,10
2001-06-02,Ludacris,Southern Hospitality,81,74,23,20
2001-12-29,Alien Ant Farm,Smooth Criminal,79,56,23,19
2001-07-07,Madonna,What It Feels Like For A Girl,97,83,23,10
2001-07-07,Musiq Soulchild,Love,50,51,24,21
2001-12-15,3 Doors Down,Be Like That,49,40,24,21
2001-09-15,Lonestar,I'm Already There,48,41,24,20
2001-11-03,Ludacris Featuring Nate Dogg,Area Codes,92,89,24,17
2001-12-29,Petey Pablo,Raise Up,50,45,25,21
2001-07-21,Brooks & Dunn,Ain't Nothing 'Bout You,57,48,25,20
2001-08-11,Tim McGraw,Grown Men Don't Cry,77,79,25,20
2001-12-01,Fabolous Featuring Nate Dogg,Can't Deny It,59,51,25,20
2001-12-01,Smash Mouth,I'm A Believer,92,93,25,20
2001-07-14,QB Finest Featuring Nas & Bravehearts,Oochie Wally,93,91,26,20
2001-07-21,Kenny Chesney,Don't Happen Twice,63,54,26,20
2001-10-13,Cyndi Thomson,What I Really Meant To Say,41,33,26,20
2001-12-08,Luther Vandross,Take You Out,95,0,26,17
2001-09-22,Jimmy Cozier,She's All I Got,97,88,26,15
2002-09-21,Ashanti,Foolish,49,50,1,32
2002-10-26,Nelly,Hot In Herre,39,35,1,26
2002-12-28,Nelly Featuring Kelly Rowland,Dilemma,26,18,1,25
2002-12-28,Kelly Clarkson,A Moment Like This,77,65,1,15
2002-12-28,Eminem,Lose Yourself,1,1,1,13
2002-12-28,Avril Lavigne,Complicated,41,36,2,31
2002-08-24,Fat Joe Featuring Ashanti,What's Luv?,46,43,2,28
2002-08-17,P. Diddy Featuring Usher & Loon,I Need A Girl (Part One),47,33,2,23
2002-12-07,Eve Featuring Alicia Keys,Gangsta Lovin',43,30,2,22
2002-09-21,Eminem,Without Me,55,47,2,20
2002-12-28,"Missy ""Misdemeanor"" Elliott",Work It,2,2,2,16
2002-08-03,Usher,U Don't Have To Call,48,39,3,26
2002-10-12,Chad Kroeger Featuring Josey Scott,Hero,45,38,3,22
2002-12-28,No Doubt Featuring Lady Saw,Underneath It All,9,6,3,18
2002-12-28,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",Hey Ma,20,16,3,18
2002-12-28,Jennifer Lopez Featuring Styles & Jadakiss,Jenny From The Block,3,3,3,12
2002-11-30,"P. Diddy & Ginuwine Featuring Loon, Mario Winans & Tammy Ruggeri",I Need A Girl (Part Two),50,48,4,26
2002-09-07,Cam'Ron Featuring Juelz Santana,Oh Boy,40,32,4,21
2002-10-12,Mario,Just A Friend 2002,42,28,4,21
2002-12-14,Eminem,Cleanin' Out My Closet,92,90,4,20
2002-12-28,LL Cool J,Luv U Better,17,13,4,19
2002-12-28,Jay-Z Featuring Beyonce Knowles,'03 Bonnie & Clyde,4,5,4,10
2002-12-28,"Nelly Featuring Kyjuan, Ali & Murphy Lee",Air Force Ones,5,4,4,8
2002-12-07,Vanessa Carlton,A Thousand Miles,46,42,5,41
2002-10-26,Jimmy Eat World,The Middle,49,43,5,33
2002-06-22,'N Sync Featuring Nelly,Girlfriend,43,39,5,20
2002-12-28,Santana Featuring Michelle Branch,The Game Of Love,10,7,5,13
2002-12-28,Creed,One Last Breath,24,20,6,30
2002-08-31,Michelle Branch,All You Wanted,46,43,6,28
2002-11-02,"Irv Gotti Presents The Inc. Featuring Ja Rule, Ashanti, Charli Baltimore & Vita",Down 4 U,78,77,6,20
2002-12-28,Christina Aguilera,Beautiful,6,10,6,6
2002-12-28,Sean Paul,Gimme The Light,12,9,7,35
2002-06-08,Kylie Minogue,Can't Get You Out Of My Head,78,64,7,20
2002-06-22,Tweet,Oops (Oh My),92,74,7,20
2002-11-02,Dixie Chicks,Long Time Gone,87,87,7,20
2002-05-25,Brandy,What About Us?,94,88,7,18
2002-12-28,B2K & P. Diddy,"Bump, Bump, Bump",7,12,7,5
2002-11-30,DJ Sammy & Yanou Featuring Do,Heaven,43,42,8,27
2002-11-02,Ashanti,Happy,45,32,8,23
2002-07-27,P!nk,Don't Let Me Get Me,49,37,8,21
2002-12-28,Nivea Featuring Brian & Brandon Casey,Don't Mess With My Man,8,8,8,21
2002-11-16,P!nk,Just Like A Pill,51,39,8,20
2002-12-28,Madonna,Die Another Day,35,21,8,11
2002-07-27,Shakira,Underneath Your Clothes,62,57,9,20
2002-08-31,Truth Hurts Featuring Rakim,Addictive,52,42,9,20
2002-11-02,N.O.R.E.,Nothin',35,30,10,24
2002-09-28,Jennifer Lopez Featuring Nas,I'm Gonna Be Alright,48,32,10,23
2002-11-09,Ludacris Featuring Mystikal & Infamous 2.0,Move B***h,32,24,10,23
2002-12-14,Daniel Bedingfield,Gotta Get Thru This,45,39,10,21
2002-12-28,Avril Lavigne,Sk8er Boi,56,39,10,16
2002-09-21,Big Tymers,Still Fly,40,33,11,24
2002-07-13,Busta Rhymes Featuring P. Diddy & Pharrell,Pass The Courvoisier Part II,62,51,11,20
2002-12-28,Erykah Badu Featuring Common,Love Of My Life (An Ode To Hip Hop),11,11,11,17
2002-12-28,Justin Timberlake,Like I Love You,42,32,11,17
2002-07-06,Enrique Iglesias,Escape,57,58,12,20
2002-08-10,Mary J. Blige Featuring Ja Rule,Rainy Dayz,83,82,12,20
2002-08-31,Default,Wasting My Time,49,50,13,35
2002-11-09,John Mayer,No Such Thing,50,38,13,24
2002-08-31,No Doubt,Hella Good,53,47,13,20
2002-12-28,Dixie Chicks,Landslide,14,15,13,15
2002-12-28,Puddle Of Mudd,She Hates Me,13,14,13,12
2002-06-15,Faith Evans,I Love You,49,53,14,21
2002-09-21,Dirty Vegas,Days Go By,82,73,14,20
2002-12-14,Angie Martinez Featuring Lil' Mo & Sacario,If I Could Go!,41,41,15,26
2002-12-21,Ashanti,Baby,48,39,15,22
2002-12-28,Aaliyah,Miss You,15,24,15,5
2002-09-07,Musiq,halfcrazy,46,39,16,25
2002-12-28,Aaliyah,I Care 4 U,54,51,16,19
2002-12-28,Avril Lavigne,I'm With You,16,26,16,4
2002-10-26,Sheryl Crow,Soak Up The Sun,42,42,17,29
2002-12-28,Musiq,dontchange,18,17,17,17
2002-08-03,Goo Goo Dolls,Here Is Gone,80,79,18,20
2002-09-21,Brandy,Full Moon,94,94,18,20
2002-12-28,Clipse,When The Last Time,27,19,19,16
2002-12-28,2Pac,Thugz Mansion,19,30,19,4
2002-12-14,Fabolous Featuring P. Diddy & Jagged Edge,Trade It All,100,98,20,18
2002-12-21,Nappy Roots Featuring Anthony Hamilton,Po' Folks,47,44,21,23
2002-08-17,"Ja Rule Featuring Charli ""Chuck"" Baltimore",Down A** Chick,94,85,21,19
2002-12-28,Michelle Branch,Goodbye To You,99,88,21,18
2002-12-28,P!nk,Family Portrait,21,25,21,7
2002-06-29,Ludacris Featuring Sleepy Brown,Saturday (Oooh! Ooooh!),71,69,22,20
2002-07-13,Celine Dion,A New Day Has Come,81,74,22,20
2002-10-19,Kenny Chesney,The Good Stuff,57,51,22,20
2002-11-30,Styles,Good Times,99,88,22,20
2002-12-28,Toby Keith,Who's Your Daddy?,28,22,22,13
2002-12-28,John Mayer,Your Body Is A Wonderland,22,23,22,9
2002-06-15,Alanis Morissette,Hands Clean,89,86,23,20
2002-12-28,Keith Urban,Somebody Like You,46,37,23,20
2002-10-12,Amerie,Why Don't We Fall In Love,95,85,23,19
2002-10-12,Kylie Minogue,Love At First Sight,92,78,23,16
2002-12-28,George Strait,She'll Leave You With A Smile,23,27,23,13
2002-12-28,Rascal Flatts,These Days,30,28,23,13
2002-07-13,Aaliyah,More Than A Woman,48,35,25,24
2002-10-19,Toby Keith,"Courtesy Of The Red, White And Blue (The Angry American)",83,78,25,20
2002-12-28,Jennifer Lopez Featuring LL Cool J,All I Have,25,0,25,1
2002-06-29,Toby Keith,My List,61,55,26,20
2002-11-16,Tracy Byrd,Ten Rounds With Jose Cuervo,75,78,26,20
2002-11-16,Tim McGraw,Unbroken,94,88,26,20
2002-05-18,KeKe Wyatt Featuring Avant,Nothing In This World,81,77,27,20
2002-08-03,Avant,Makin' Good Love,87,78,27,20
2003-09-27,Sean Paul,Get Busy,50,43,1,32
2003-08-02,50 Cent,In Da Club,46,44,1,30
2003-11-22,Beyonce Featuring Jay Z,Crazy In Love,46,44,1,27
2003-12-27,"Nelly, P. Diddy & Murphy Lee",Shake Ya Tailfeather,40,35,1,27
2003-08-23,50 Cent Featuring Nate Dogg,21 Questions,49,38,1,23
2003-12-27,Beyonce Featuring Sean Paul,Baby Boy,12,11,1,20
2003-12-27,Ludacris Featuring Shawnna,Stand Up,4,3,1,17
2003-10-11,Clay Aiken,This Is The Night,97,98,1,16
2003-12-27,OutKast,Hey Ya!,1,1,1,11
2003-12-27,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,Get Low,15,14,2,35
2003-12-27,Chingy,Right Thurr,35,29,2,33
2003-10-04,Lil' Kim Featuring 50 Cent,Magic Stick,50,39,2,24
2003-09-27,Ashanti,Rock Wit U (Awww Baby),46,41,2,21
2003-12-27,OutKast Featuring Sleepy Brown,The Way You Move,2,2,2,14
2003-08-30,Ruben Studdard,Flying Without Wings,91,85,2,10
2003-11-15,50 Cent,P.I.M.P.,37,20,3,25
2003-08-16,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,I Know What You Want,48,39,3,24
2003-10-11,Lumidee,"Never Leave You - Uh Ooh, Uh Oooh!",47,36,3,20
2003-12-27,Chingy Featuring Ludacris & Snoop Dogg,Holidae In,9,8,3,15
2003-12-27,Kelis,Milkshake,3,4,3,13
2003-12-06,Fabolous Featuring Tamia Or Ashanti,Into You,49,40,4,26
2003-08-09,Fabolous Featuring Mike Shorey & Lil' Mo,Can't Let You Go,48,43,4,23
2003-12-27,YoungBloodZ Featuring Lil Jon,Damn!,13,12,4,21
2003-06-28,American Idol Finalists,God Bless The U.S.A.,94,0,4,8
2003-12-27,matchbox twenty,Unwell,48,46,5,41
2003-10-18,Evanescence Featuring Paul McCoy,Bring Me To Life,42,38,5,32
2003-11-15,Pharrell Featuring Jay-Z,Frontin',46,30,5,23
2003-08-16,Justin Timberlake,Rock Your Body,49,43,5,22
2003-12-27,3 Doors Down,Here Without You,7,5,5,18
2003-12-27,Alicia Keys,You Don't Know My Name,5,9,5,7
2003-06-21,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,Beautiful,39,27,6,20
2003-12-27,Jagged Edge,Walked Outta Heaven,6,6,6,17
2003-06-21,Tyrese,How You Gonna Act Like That,33,29,7,25
2003-12-27,Baby Bash Featuring Frankie J,Suga Suga,8,7,7,19
2003-12-27,Ashanti,Rain On Me,50,44,7,18
2003-11-29,The Black Eyed Peas,Where Is The Love?,45,35,8,25
2003-12-27,Santana Featuring Alex Band Or Chad Kroeger,Why Don't You & I,22,21,8,23
2003-10-25,Ginuwine,In Those Jeans,74,70,8,20
2003-06-21,JAY-Z,Excuse Me Miss,97,95,8,19
2003-11-22,Uncle Kracker Featuring Dobie Gray,Drift Away,42,41,9,35
2003-09-27,Kelly Clarkson,Miss Independent,43,35,9,20
2003-12-27,R. Kelly,Step In The Name Of Love,11,10,9,19
2003-09-20,Monica,So Gone,47,44,10,22
2003-12-27,JAY-Z,Change Clothes,10,13,10,7
2003-08-09,Wayne Wonder,No Letting Go,50,37,11,31
2003-07-12,Nas,I Can,100,100,12,20
2003-12-13,Christina Aguilera Featuring Lil' Kim,Can't Hold Us Down,65,54,12,20
2003-10-18,Sean Paul,Like Glue,84,74,13,20
2003-11-08,Mya,My Love Is Like... Wo,57,40,13,20
2003-11-29,R. Kelly,Thoia Thoing,65,53,13,20
2003-12-27,G Unit,Stunt 101,21,15,13,9
2003-12-20,Young Gunz,"Can't Stop, Won't Stop",69,58,14,20
2003-08-02,Eminem,Sing For The Moment,100,97,14,18
